age	education	marital-status	occupation	race	_row_id	income
37-40	HS-grad	Married-civ-spouse	Transport-moving	Black	16232	<=50K
37-40	HS-grad	Married-civ-spouse	Transport-moving	Black	39784	<=50K
37-40	HS-grad	Married-civ-spouse	Transport-moving	Black	13583	>50K
37-40	HS-grad	Married-civ-spouse	Transport-moving	Black	26240	>50K
37-40	HS-grad	Married-civ-spouse	Transport-moving	Black	39074	>50K
41-43	7th-8th,HS-grad	Married-civ-spouse	Transport-moving	Black	13556	<=50K
41-43	7th-8th,HS-grad	Married-civ-spouse	Transport-moving	Black	14095	<=50K
41-43	7th-8th,HS-grad	Married-civ-spouse	Transport-moving	Black	26925	<=50K
41-43	7th-8th,HS-grad	Married-civ-spouse	Transport-moving	Black	37728	<=50K
41-43	7th-8th,HS-grad	Married-civ-spouse	Transport-moving	Black	42265	<=50K
41-43	7th-8th,HS-grad	Married-civ-spouse	Transport-moving	Black	32751	>50K
37-39	HS-grad	Married-civ-spouse	Other-service	Black	12208	<=50K
37-39	HS-grad	Married-civ-spouse	Other-service	Black	13446	<=50K
37-39	HS-grad	Married-civ-spouse	Other-service	Black	23418	<=50K
37-39	HS-grad	Married-civ-spouse	Other-service	Black	26701	<=50K
37-39	HS-grad	Married-civ-spouse	Other-service	Black	30952	>50K
40-43	7th-8th,HS-grad	Married-civ-spouse	Other-service	Black	13174	<=50K
40-43	7th-8th,HS-grad	Married-civ-spouse	Other-service	Black	22662	<=50K
40-43	7th-8th,HS-grad	Married-civ-spouse	Other-service	Black	31218	<=50K
40-43	7th-8th,HS-grad	Married-civ-spouse	Other-service	Black	38185	<=50K
40-43	7th-8th,HS-grad	Married-civ-spouse	Other-service	Black	42129	<=50K
40-43	7th-8th,HS-grad	Married-civ-spouse	Other-service	Black	43062	<=50K
40-43	7th-8th,HS-grad	Married-civ-spouse	Other-service	Black	34789	>50K
44-45	HS-grad	Married-civ-spouse	Other-service	Black	16620	<=50K
44-45	HS-grad	Married-civ-spouse	Other-service	Black	41538	<=50K
44-45	HS-grad	Married-civ-spouse	Other-service	Black	5259	>50K
44-45	HS-grad	Married-civ-spouse	Other-service	Black	18409	>50K
49-55	7th-8th,11th	Married-civ-spouse	Sales	White	1511	<=50K
49-55	7th-8th,11th	Married-civ-spouse	Sales	White	14888	<=50K
49-55	7th-8th,11th	Married-civ-spouse	Sales	White	43233	<=50K
49-55	7th-8th,11th	Married-civ-spouse	Sales	White	43899	<=50K
49-55	7th-8th,11th	Married-civ-spouse	Sales	White	27573	>50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	3565	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	8559	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	12064	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	12989	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	15943	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	21578	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	23708	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	35722	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	42972	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	45753	<=50K
49-53	Some-college,7th-8th	Married-civ-spouse	Handlers-cleaners	White	21448	>50K
50-52	HS-grad	Married-civ-spouse	Handlers-cleaners	Black	29967	<=50K
50-52	HS-grad	Married-civ-spouse	Handlers-cleaners	Black	38526	<=50K
50-52	HS-grad	Married-civ-spouse	Handlers-cleaners	Black	5427	>50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	678	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	2147	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	3198	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	3679	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	4059	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	4595	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	4754	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	6026	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	7181	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	7824	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	7920	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	8391	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	10818	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	11735	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	13655	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	15994	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	25282	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	27889	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	33408	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	33979	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	34557	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	35587	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	35883	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	40818	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	42311	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	42664	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	42780	<=50K
49-51	HS-grad	Divorced	Sales,Handlers-cleaners	White	26454	>50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	186	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	6169	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	6867	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	7179	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	8830	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	9578	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	11053	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	13683	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	13716	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	13749	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	13760	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	16366	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	18500	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	19868	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	21794	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	24419	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	27394	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	28524	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	29248	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	31336	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	31369	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	32649	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	34573	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	34825	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	35189	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	37123	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	39258	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	40869	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	40999	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	44776	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	46405	<=50K
52-55	HS-grad	Divorced	Sales,Handlers-cleaners	Black,White	26155	>50K
49	Prof-school,Masters	Married-civ-spouse	Sales	White	43047	<=50K
49	Prof-school,Masters	Married-civ-spouse	Sales	White	964	>50K
49	Prof-school,Masters	Married-civ-spouse	Sales	White	4380	>50K
49	Prof-school,Masters	Married-civ-spouse	Sales	White	30296	>50K
49	Prof-school,Masters	Married-civ-spouse	Sales	White	33407	>50K
49	Prof-school,Masters	Married-civ-spouse	Sales	White	36564	>50K
49	Prof-school,Masters	Married-civ-spouse	Sales	White	42964	>50K
50	Masters	Married-civ-spouse	Sales	White	3897	<=50K
50	Masters	Married-civ-spouse	Sales	White	9562	<=50K
50	Masters	Married-civ-spouse	Sales	White	47357	<=50K
50	Masters	Married-civ-spouse	Sales	White	5421	>50K
50	Masters	Married-civ-spouse	Sales	White	8815	>50K
50	Masters	Married-civ-spouse	Sales	White	29976	>50K
50	Masters	Married-civ-spouse	Sales	White	31827	>50K
50	Masters	Married-civ-spouse	Sales	White	36147	>50K
50	Masters	Married-civ-spouse	Sales	White	40155	>50K
50	Masters	Married-civ-spouse	Sales	White	40461	>50K
50	Masters	Married-civ-spouse	Sales	White	45633	>50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	15728	<=50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	34328	<=50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	43003	<=50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	1459	>50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	13631	>50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	29401	>50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	32777	>50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	36443	>50K
51-52	Prof-school,Masters	Married-civ-spouse	Sales	White	37536	>50K
49-50	Doctorate	Married-civ-spouse	Sales	White	47895	<=50K
49-50	Doctorate	Married-civ-spouse	Sales	White	15633	>50K
51-53	Masters	Divorced	Other-service,Sales	Black,White	24910	<=50K
51-53	Masters	Divorced	Other-service,Sales	Black,White	8698	>50K
54-55	Masters	Divorced	Sales	White	10224	<=50K
54-55	Masters	Divorced	Sales	White	22503	<=50K
54-55	Masters	Divorced	Sales	White	15041	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	236	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	5240	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	11267	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	12845	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	17190	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	27083	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	30613	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	34471	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	37189	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	39298	<=50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	11490	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	13703	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	18991	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	23648	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	24038	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	31873	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	34392	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	40299	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	42617	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	43113	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	45573	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	45829	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	46054	>50K
49-55	Some-college	Married-civ-spouse	Tech-support	White	46141	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	23153	<=50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	23406	<=50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	2543	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	22289	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	27110	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	27123	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	30203	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	33146	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	40538	>50K
50-54	Assoc-voc	Married-civ-spouse	Tech-support	White	41420	>50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	5230	<=50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	29988	<=50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	43853	<=50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	4300	>50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	8704	>50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	35195	>50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	36559	>50K
49-54	Assoc-voc	Married-civ-spouse	Protective-serv	White	44567	>50K
49-50	HS-grad	Divorced	Tech-support,Priv-house-serv,Protective-serv	Black,White	1267	<=50K
49-50	HS-grad	Divorced	Tech-support,Priv-house-serv,Protective-serv	Black,White	5179	<=50K
49-50	HS-grad	Divorced	Tech-support,Priv-house-serv,Protective-serv	Black,White	12639	<=50K
49-50	HS-grad	Divorced	Tech-support,Priv-house-serv,Protective-serv	Black,White	14538	<=50K
49-50	HS-grad	Divorced	Tech-support,Priv-house-serv,Protective-serv	Black,White	44172	<=50K
49-50	HS-grad	Divorced	Tech-support,Priv-house-serv,Protective-serv	Black,White	13220	>50K
56-60	HS-grad	Widowed	Sales	White	2806	<=50K
56-60	HS-grad	Widowed	Sales	White	4273	<=50K
56-60	HS-grad	Widowed	Sales	White	5222	<=50K
56-60	HS-grad	Widowed	Sales	White	15239	<=50K
56-60	HS-grad	Widowed	Sales	White	17423	<=50K
56-60	HS-grad	Widowed	Sales	White	23985	<=50K
56-60	HS-grad	Widowed	Sales	White	26812	<=50K
56-60	HS-grad	Widowed	Sales	White	36797	<=50K
56-60	HS-grad	Widowed	Sales	White	40579	<=50K
56-60	HS-grad	Widowed	Sales	White	43889	<=50K
56-60	HS-grad	Widowed	Sales	White	25082	>50K
56-60	HS-grad	Widowed	Sales	White	32327	>50K
57	HS-grad	Widowed	Transport-moving	White	21414	<=50K
57	HS-grad	Widowed	Transport-moving	White	43972	<=50K
57	HS-grad	Widowed	Transport-moving	White	17106	>50K
63-64	Some-college,HS-grad	Married-civ-spouse	Other-service,Sales	Black	1623	<=50K
63-64	Some-college,HS-grad	Married-civ-spouse	Other-service,Sales	Black	1615	>50K
63-64	Some-college,HS-grad	Married-civ-spouse	Other-service,Sales	Black	18156	>50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	1114	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	2948	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	3022	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	6428	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	8165	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	8232	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	11708	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	11726	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	14623	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	14697	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	16600	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	17107	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	18238	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	19074	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	21377	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	23285	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	27840	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	28968	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	29793	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	30057	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	30511	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	30821	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	34706	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	34782	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	35476	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	39680	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	41317	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	42152	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	42262	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	44276	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	44356	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	48415	<=50K
61-65	HS-grad	Widowed	Transport-moving,Other-service,Sales	Black,White	48057	>50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	1422	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	4566	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	5992	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	8042	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	9188	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	12167	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	15204	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	23883	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	35993	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	37593	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	37799	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	43175	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	44614	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	45722	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	46082	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	48693	<=50K
61	Some-college,HS-grad,11th	Divorced	Transport-moving,Other-service,Sales	Black,White	16072	>50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	1718	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	4299	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	4975	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	5487	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	5640	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	6619	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	8132	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	11041	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	15390	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	19272	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	21976	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	26441	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	26748	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	28616	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	29030	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	29748	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	31733	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	34746	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	35620	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	38045	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	38518	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	40021	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	41686	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	42813	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	43657	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	44639	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	48087	<=50K
62-65	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	20060	>50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	11219	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	16091	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	17912	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	22579	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	23107	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	24985	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	28305	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	31931	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	38269	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	38549	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	40023	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	42260	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	44022	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	48228	<=50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	11757	>50K
66-70	Some-college,HS-grad,11th	Divorced	Other-service,Sales,Transport-moving	Black,White	21053	>50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	22824	<=50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	28572	<=50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	30146	<=50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	35395	<=50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	35453	<=50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	35493	<=50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	39854	<=50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	3453	>50K
71-90	Some-college,HS-grad,11th	Divorced	Other-service,Sales	Black,White	13955	>50K
57-61	Doctorate,11th	Married-civ-spouse,Widowed	Tech-support,Handlers-cleaners	White	16012	<=50K
57-61	Doctorate,11th	Married-civ-spouse,Widowed	Tech-support,Handlers-cleaners	White	48704	<=50K
57-61	Doctorate,11th	Married-civ-spouse,Widowed	Tech-support,Handlers-cleaners	White	44950	>50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	5333	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	5876	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	8397	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	9337	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	13460	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	17487	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	24103	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	29990	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	43695	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	46041	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	47163	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	48551	<=50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	8195	>50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	12192	>50K
57-61	HS-grad,11th	Married-civ-spouse,Widowed	Priv-house-serv,Protective-serv	White	24465	>50K
58-61	HS-grad	Married-civ-spouse	Handlers-cleaners,Protective-serv	Black	12910	<=50K
58-61	HS-grad	Married-civ-spouse	Handlers-cleaners,Protective-serv	Black	41943	<=50K
58-61	HS-grad	Married-civ-spouse	Handlers-cleaners,Protective-serv	Black	21074	>50K
57-60	Some-college	Married-civ-spouse,Widowed	Protective-serv,Handlers-cleaners	Black	48339	<=50K
